1.8815;0.797;0.679;0.825;-0.546;-0.484;0.213;0.255;0.797;-0.55;0.206;-0.45;0.679;0.825
0.9845;0.351;-0.352;0.285;0.127;-0.418;0.998;0.301;0.059;0.777;0.268;-0.035;-0.49;0.948
0.899;-0.636;-0.821;0.9;0.227;0.51;0.799;0.014;-0.421;0.391;-0.593;0.417;-0.623;-0.045
2.0825;-0.282;0.342;0.755;0.249;0.781;0.678;0.39;-0.282;0.678;0.249;0.781;0.342;0.755
1.9055;-0.669;0.164;-0.889;-0.857;-0.109;-0.435;0.271;-0.669;-0.435;0.178;-0.109;0.165;-0.589
1.8875;0.56;0.057;0.12;0.119;0.133;0.138;0.67;0.398;0.248;0.772;-0.394;0.676;0.25
2.9435;-0.589;0.527;0.462;-0.865;-0.307;0.171;0.962;0.8;-0.165;0.381;0.37;0.299;0.758
2.078;0.052;-0.774;-0.589;-0.07;0.058;-0.117;0.365;0.201;0.377;0.336;0.003;-0.774;-0.835
2.7215;0.473;0.082;-0.057;0.823;0.761;0.816;0.054;0.298;0.018;0.033;-0.821;0.287;0.041
0.9425;0.676;0.35;0.516;-0.044;0.625;0.598;0.349;0.674;0.689;0.31;0.7;-0.144;0.279
1.76;-0.253;-0.49;-0.835;0.938;0.003;0.932;0.244;-0.881;-0.873;-0.873;0.304;0.293;-0.265
2.2385;0.397;-0.033;-0.557;0.087;0.418;0.802;0.962;0.851;0.998;-0.689;-0.814;-0.524;-0.565
1.07;-0.807;0.225;-0.5;0.3;0.168;0.678;0.487;0.891;-0.076;0.286;0.684;0.316;0.699
1.07;-0.71;-0.338;-0.497;-0.002;-0.003;0.006;0.204;0.745;0.428;0.649;0.716;0.282;0.963
2.4065;0.373;-0.064;0.817;0.444;0.459;0.916;-0.307;0.055;0.349;0.296;0.445;-0.093;0.05
2.0945;-0.03;-0.129;0.689;-0.379;0.025;0.998;-0.416;-0.362;0.435;0.975;0.965;0.271;0.089
1.088;-0.636;-0.325;0.882;-0.58;-0.504;-0.535;-0.716;-0.842;-1;-0.873;-0.828;-0.787;-0.842
2.855;0.967;0.964;0.963;0.975;0.966;0.997;-0.716;-0.842;0.998;0.974;0.966;0.042;0.963
2.942;-0.083;0.048;-0.086;0.018;-0.086;-0.037;0.095;-0.374;-0.101;0.977;0.966;-0.716;-0.369
1.823;0.583;0.964;0.339;0.438;0.038;-0.015;-0.381;-0.197;-0.031;-0.037;-0.631;0.054;-0.374
0.425;-0.914;-0.781;-0.484;-0.873;-0.821;0.998;0.963;-0.857;0.348;0.623;-0.561;0.417;-0.484
0.425;-0.274;-0.641;0.964;-0.125;-0.244;0.998;-0.444;-0.34;-1;-0.873;-0.828;-0.781;-0.255
1.9235;0.093;-0.045;0.639;-0.044;0.391;0.293;0.414;0.131;-0.897;0.274;0.233;-0.531;0.389
0.4175;0.967;-0.166;0.963;0.265;-0.814;0.998;0.416;-0.274;0.277;-0.873;-0.814;0.037;0.42
0.458;0.022;-0.028;0.342;0.977;-0.814;0.969;-0.721;-0.865;0.07;-0.873;-0.814;-0.768;0.965
2.9435;-0.857;-0.768;0.964;-0.835;-0.689;0.071;0.963;-0.857;0.07;-0.835;-0.689;-0.774;0.964
2.942;0.967;-0.768;0.964;-0.873;0.966;-1;0.963;0.967;0.998;0.968;0.966;0.951;0.964
1.535;-0.99;-0.762;-0.821;-0.873;-0.814;-1;0.418;0.334;0.998;0.976;0.965;0.964;0.963
2.1275;0.335;0.964;0.963;0.976;0.965;0.998;0.418;0.43;0.997;0.976;0.965;0.401;0.017
0.989;-0.041;0.214;-0.828;-0.005;0.45;0.998;-0.364;0.3;0.998;-0.379;-0.009;0.019;0.964
2.009;-0.609;0.321;0;-0.738;0.966;0.998;0.322;-0.374;0.42;-0.459;-0.32;-0.641;-0.157
2.9435;0.612;-0.001;0.475;-0.865;0.966;-0.645;0.118;0.967;-0.51;-0.627;0.965;0.267;0.432
1.892;0.169;-0.435;0.703;-0.873;-0.327;-0.99;0.883;-0.163;-0.99;-0.166;-0.459;-0.135;0.962
0.425;0.967;-0.774;0.965;-0.873;0.966;-0.99;0.962;-0.99;0.998;0.975;-0.821;0.965;-0.828
2.942;-0.99;0.964;-0.828;0.975;-0.821;0.998;0.962;-0.99;0.998;0.975;-0.821;0.965;-0.828
0.425;-0.865;-0.774;-0.828;-0.873;-0.8;-1;0.962;0.968;0.997;0.977;0.885;0.909;0.964
0.425;0.968;0.909;0.964;0.977;0.885;0.997;0.962;0.967;0.998;0.977;0.886;0.909;0.964
2.942;0.968;0.909;0.964;0.977;0.885;0.998;0.963;0.967;0.998;0.977;0.886;0.909;0.964
2.9435;0.967;0.909;0.964;0.978;0.885;0.998;-0.716;0.967;0.998;0.977;0.885;0.909;0.964
0.425;0.968;0.909;0.964;0.977;0.885;0.997;-0.721;0.967;0.998;0.977;0.885;0.909;0.964
0.425;0.967;0.909;0.964;0.977;0.885;0.998;-0.716;-0.99;0.998;0.977;0.886;-0.384;-0.828
2.57;0.343;0.258;-0.828;-0.309;0.138;0.258;-0.135;0.968;0.998;0.974;0.716;0.367;0.256
2.0915;0.376;-0.8;0.965;0.711;-0.293;0.886;0.962;-0.497;0.998;0.975;0.708;0.764;-0.857
2.453;-0.236;-0.794;0.965;0.378;-0.835;0.998;0.064;0.112;0.768;0.029;-0.118;0.407;0.086
2.4785;0.34;0.422;-0.842;-0.873;0.966;0.997;0.462;0.34;0.998;0.113;-0.447;0.422;0.964
1.895;-0.102;0.058;0.964;0.942;-0.376;0.997;0.569;-0.487;-0.327;0.234;-0.835;0.393;0.335
1.3115;0.929;-0.787;-0.842;-0.873;0.966;0.998;0.925;0.209;-0.41;-0.465;-0.424;-0.517;0.964
0.938;-0.069;0.469;0.523;0;-0.093;-0.057;-0.374;-0.069;-0.057;-0.001;-0.093;0.469;0.523
1.1045;-0.41;-0.794;0.964;0.975;-0.835;0.998;0.962;-0.41;0.997;0.975;-0.835;-0.794;0.964
1.322;0.539;0.203;0.848;0.141;0.328;0.278;-0.462;0.003;0.348;0.963;0.707;-0.054;0.03
2.174;0.039;0.048;0.279;-0.424;0.966;0.944;0.207;0.421;0.453;-0.873;0.326;0.601;-0.117
1.4465;-0.068;-0.609;0.617;-0.405;0.063;0.377;0.284;0.58;0.378;0.309;-0.623;-0.614;-0.65
1.9295;0.546;0.964;0.964;-0.465;0.687;0.991;0.319;0.032;0.691;0.044;0.272;0.236;0.219
1.07;-0.413;0.001;-0.738;-0.092;-0.664;0.997;0.072;-0.609;0.064;-0.092;-0.367;-0.19;-0.219
0.425;0.011;-0.329;-0.756;-0.576;0.719;-0.605;0.239;0.435;0.947;0.767;0.341;-0.276;-0.215
0.7175;-0.318;0.965;-0.003;0.646;-0.835;-1;-0.408;0.461;-0.659;0.37;0.286;0.02;-0.163
2.2055;0.057;0.84;0.965;0.529;0.707;0.231;0.471;0.056;0.496;0.529;0.707;0.84;0.965
1.9535;-0.023;0.336;0.067;0.079;-0.012;-0.528;-0.435;-0.614;-0.249;-0.873;0.903;0.247;-0.217
0.4175;0.294;-0.27;-0.842;0.004;-0.004;0.998;0.318;-0.379;0.459;-0.45;-0.303;-0.627;-0.156
2.0075;0.008;-0.309;-0.842;-0.716;0.064;0.998;0.33;-0.387;0.427;-0.45;-0.325;-0.609;-0.157
0.4175;-0.85;-0.024;0.964;-0.55;0.437;0.998;-0.721;-0.85;0.998;-0.55;0.437;-0.024;0.964
1.5125;-0.684;0.088;0.944;0.028;0.558;0.624;0.01;-0.684;0.624;0.028;0.557;0.088;0.945
1.868;0.148;0.229;0.115;0.113;0.149;0.208;0.246;0.147;0.209;0.358;0.149;0.229;0.115
1.652;-0.689;0.59;0.134;0.241;0.071;0.25;0.394;0.408;0.014;0.193;0.071;0.428;-0.151
0.425;0.35;0.477;0.942;0.977;0.34;0.92;0.381;0.679;0.874;-0.881;-0.435;-0.193;0.329
1.946;-0.032;0.105;-0.248;-0.16;0.694;-0.95;0.276;0.443;-1;-0.873;-0.835;0.254;0.435
1.997;-0.359;-0.733;0.185;-0.113;0.536;-0.655;-0.336;-0.418;0.366;0.311;0.679;-0.095;-0.618
1.4945;0.493;0.493;-0.063;-0.873;0.883;0.998;-0.352;-0.142;-1;-0.881;-0.835;0.022;-0.85
2.816;-0.865;-0.447;0.964;0.262;0.464;0.998;0.274;-0.362;0.811;0.974;0.966;-0.447;0.353
2.4635;0.243;0.464;0.964;0.962;-0.721;0.998;-0.219;-0.664;0.373;0.66;-0.835;0.513;0.695
1.9985;-0.047;0.186;-0.078;0.975;-0.019;-0.145;0.077;0.085;0.045;0.112;-0.334;-0.153;-0.153
1.868;0.068;0.354;-0.169;0.088;0.016;0.096;0.522;0.034;-0.347;-0.379;-0.362;-0.338;-0.079
1.328;0.673;0.964;0.965;0.975;-0.278;0.998;0.239;0.968;0.143;0.396;0.939;0.676;0.25
1.16;0.265;-0.787;-0.524;-0.165;0.159;0.94;0.223;-0.905;-0.914;0.784;0.321;0.291;-0.242
1.451;0.312;-0.357;-0.487;0.033;0.966;0.96;0.544;-0.236;0.24;0.033;0.481;0.203;-0.487
0.9425;-0.354;-0.394;0.337;-0.873;0.017;0.998;0.472;0.028;-0.889;-0.609;-0.236;-0.374;-0.11
1.0355;-0.325;-0.744;0.965;0.775;-0.416;-1;0.962;-0.421;-0.147;0.977;0.966;-0.076;-0.636
2.501;0.102;0.455;0.893;0.91;0.855;0.871;0.312;0.187;0.425;0.603;0.601;0.455;0.893
2.0435;0.25;0.627;0.002;0.073;-0.43;0.303;-0.41;0.706;-0.162;0.844;0.373;0.529;0.875
0.833;-0.494;-0.432;0.667;0.391;0.591;0.519;-0.043;0.915;0.904;0.976;0.967;-0.187;-0.266
1.847;-0.605;0.965;0.965;0.271;0.53;0.004;0.416;0.355;-0.336;0.284;-0.835;-0.627;-0.177
1.5785;0.239;0.325;0.144;-0.193;0.07;0.189;0.196;0.239;0.168;0.053;0.173;0.332;0.144
0.9275;-0.057;0.686;-0.118;-0.8;0.119;-1;-0.357;-0.057;0.286;0.405;0.372;-0.037;0.006
1.484;-0.331;0.014;-0.11;-0.044;0.051;-0.023;-0.114;0.015;-0.023;-0.593;0.051;-0.288;0.014
0.4175;0.566;0.965;-0.85;0.976;-0.835;-1;-0.721;0.927;-1;0.977;-0.835;0.964;-0.842
1.082;0.704;-0.664;0.674;0.065;0.623;0.614;0.403;0.364;-0.362;0.273;0.884;-0.645;-0.148
2.504;-0.228;-0.074;-0.705;0.214;-0.835;0.754;0.284;-0.364;-0.35;-0.364;-0.135;0.497;-0.347
1.556;-0.392;0.965;0.295;0.015;0.087;0.418;0.213;-0.905;-0.932;0.306;0.416;-0.22;-0.233
1.157;0.344;-0.309;0.941;-0.278;-0.364;0.998;-0.228;0.544;0.998;-0.276;0.966;0.964;-0.311
1.976;-0.85;0.137;0.213;-0.873;-0.14;0.519;0.06;-0.065;0.021;-0.873;-0.141;-0.336;-0.189
1.5875;-0.065;-0.336;-0.19;-0.873;-0.141;0.021;-0.354;-0.16;-0.063;-0.063;-0.605;0.03;-0.362
0.899;0.329;0.219;0.726;-0.235;-0.51;-1;0.528;-0.85;-1;-0.238;-0.51;0.219;0.727
0.425;-0.202;0.541;-0.842;0.559;0.645;0.998;0.317;0.347;-0.065;0.975;-0.497;0.228;0.047
2.537;0.647;-0.787;0.453;0.97;-0.835;0.998;0.89;0.214;0.748;0.639;-0.453;0.962;0.251
1.46;-0.343;0.304;0.002;-0.873;0.065;0.035;-0.597;0.056;-1;-0.416;0.298;-0.094;-0.605
1.028;-0.04;-0.605;0.965;-0.835;-0.835;-1;-0.093;-0.605;0.048;0.322;0.257;0.387;-0.605
1.628;0.111;0.13;0.013;0.032;0.965;0.068;0.231;-0.881;-0.873;-0.174;-0.153;0.44;-0.424
2.132;0.141;0.091;-0.099;0.171;-0.029;0.523;0.963;0.84;-1;0.974;-0.261;0.09;0.49
2.303;0.773;-0.148;-0.842;-0.645;0.965;-1;0.853;0.773;-1;-0.645;0.966;0.457;-0.842
2.0615;-0.85;0.959;0.08;0.737;-0.144;0.176;0.375;-0.85;0.631;0.737;-0.144;0.959;0.08
1.9565;0.415;0.343;0.235;-0.215;0.725;0.732;0.306;0.415;0.733;-0.215;0.725;0.343;0.235
1.1135;-0.311;0.287;0.756;-0.821;-0.301;0.848;-0.347;-0.179;0.848;-0.821;0.841;0.041;0.756
0.425;0.331;0.964;-0.842;-0.873;-0.828;-1;0.418;0.347;-0.379;0.276;-0.835;-0.618;-0.151
0.749;0.098;0.363;0.199;-0.023;0.688;0.738;-0.5;0.098;0.738;-0.023;0.688;0.363;0.199
1.973;0.968;0.263;0.506;0.454;0.892;0.595;0.316;0.968;0.033;0.454;0.892;0.263;0.505
0.9785;-0.03;0.45;-0.631;-0.553;0.64;-0.012;0.406;-0.058;0.308;-0.881;-0.367;-0.659;-0.246
1.4345;0.49;0.085;0.758;0.215;0.337;0.207;-0.424;0.944;0.99;0.355;-0.168;-0.198;-0.113
1.163;-0.364;0.412;0.896;-0.787;0.418;0.998;0.909;0.967;0.973;-0.881;-0.835;-0.794;-0.842
1.952;-0.316;-0.354;0.964;-0.546;0.961;0.985;0.346;0.054;0.997;0.791;0.817;0.964;0.282
2.018;0.054;0.965;0.282;0.792;0.817;0.998;0.347;0.054;0.997;0.791;0.817;0.964;0.282
1.997;0.532;0.295;0.965;0.3;0.894;-0.074;-0.166;-0.645;-0.359;0.977;0.966;-0.071;0.081
1.5005;0.967;-0.684;0.964;0.017;0.966;-1;0.392;0.431;0.951;0.975;0.264;-0.427;0.698
0.956;0.126;0.45;0.403;0.225;0.408;0.998;0.02;-0.121;0.341;-0.029;0.918;0.052;0.404
2.33;0.659;-0.721;0.965;0.484;0.889;0.916;0.554;0.659;0.916;-0.561;0.89;-0.721;0.965
0.8675;-0.674;-0.787;-0.517;-0.11;0.619;0.998;0.278;0.432;-0.238;0.44;0.429;0.402;0.224
2.318;0.476;0;-0.444;-0.873;-0.005;-0.605;-0.413;-0.609;0.928;0.242;-0.005;-0.14;-0.163
0.884;-0.609;-0.14;-0.163;0.241;-0.004;0.927;-0.41;-0.609;0.928;0.241;-0.004;-0.14;-0.163
1.9685;0.333;0.194;-0.471;0.115;0.509;0.003;0.062;-0.684;0.445;-0.873;0.29;0.026;0.368
0.935;0.304;-0.787;0.964;-0.435;-0.187;0.278;-0.044;0.017;0.71;-0.343;0.279;-0.441;0.335
2.285;0.275;0.169;-0.842;0.793;0.887;-1;0.524;0.274;-1;0.793;0.887;0.454;0.269
1.8815;0.969;0.272;0.117;0.977;0.365;0.138;0.255;0.968;0.138;0.977;0.365;0.272;0.117
1.8815;0.968;0.272;0.117;0.977;0.365;0.138;0.255;0.967;0.138;0.977;0.002;0.272;0.117
2.9435;-0.881;0.964;0.096;0.977;0.826;0.372;-0.721;-0.85;-1;-0.873;0.967;-0.794;0.965
1.955;0.138;0.875;0.048;0.228;0.173;0.086;0.304;0.138;0.086;0.228;0.913;0.875;-0.842
